Age,DistanceFromHome,Education,EducationField,EmployeeNumber,Gender,MaritalStatus,NumCompaniesWorked,Over18,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,Attrition
29,9,3,Life Sciences,1558,Male,Married,6,Y,1,5,2,No
33,8,4,Life Sciences,1560,Male,Married,2,Y,4,8,1,No
30,1,3,Life Sciences,1562,Male,Married,1,Y,4,10,3,Yes
38,10,4,Human Resources,1563,Male,Married,3,Y,3,10,3,No
35,1,3,Medical,1564,Male,Single,1,Y,2,3,3,No
30,29,4,Technical Degree,1568,Male,Married,3,Y,2,9,3,No
35,2,3,Life Sciences,1569,Female,Divorced,1,Y,4,1,3,Yes
53,2,5,Technical Degree,1572,Female,Married,0,Y,2,34,3,Yes
38,2,3,Medical,1573,Male,Married,4,Y,1,7,3,Yes
32,1,4,Technical Degree,1574,Male,Married,4,Y,2,9,2,No
48,15,4,Other,1576,Female,Married,8,Y,4,10,2,No
34,7,4,Medical,1577,Male,Single,1,Y,3,1,1,No
55,26,5,Marketing,1578,Male,Married,1,Y,3,36,3,No
34,1,4,Life Sciences,1580,Male,Married,9,Y,2,9,2,No
26,3,3,Life Sciences,1581,Female,Married,1,Y,1,1,3,No
38,14,3,Life Sciences,1582,Male,Married,0,Y,4,10,3,No
38,16,3,Life Sciences,1583,Female,Single,2,Y,2,8,4,No
36,1,4,Life Sciences,1585,Female,Single,6,Y,1,15,3,No
29,3,1,Medical,1586,Male,Single,1,Y,4,10,3,No
35,10,4,Medical,1587,Female,Single,3,Y,3,10,3,No
39,6,3,Medical,1588,Male,Married,2,Y,1,11,3,No
29,2,1,Life Sciences,1590,Male,Divorced,1,Y,4,6,4,No
50,9,3,Marketing,1591,Male,Married,4,Y,3,27,3,No
23,10,3,Technical Degree,1592,Male,Married,2,Y,4,4,3,No
36,6,4,Life Sciences,1594,Male,Married,3,Y,4,9,3,No
42,9,2,Other,1595,Male,Single,8,Y,4,24,3,No
35,28,3,Life Sciences,1596,Male,Married,1,Y,4,10,2,No
34,10,4,Technical Degree,1597,Male,Married,1,Y,2,8,2,No
40,14,2,Life Sciences,1598,Female,Married,1,Y,3,5,3,No
43,27,3,Technical Degree,1599,Male,Divorced,5,Y,3,8,3,No
35,7,2,Life Sciences,1601,Male,Married,1,Y,4,1,2,No
46,1,4,Life Sciences,1602,Male,Single,1,Y,2,27,1,No
28,24,3,Medical,1604,Male,Married,1,Y,3,1,3,Yes
22,26,2,Other,1605,Female,Married,1,Y,2,4,2,No
50,20,5,Medical,1606,Male,Married,2,Y,3,32,3,No
32,5,4,Other,1607,Female,Married,3,Y,4,6,3,No
44,7,3,Medical,1608,Female,Divorced,0,Y,4,23,2,No
30,7,3,Medical,1609,Male,Married,1,Y,2,6,2,No
45,5,5,Medical,1611,Female,Single,1,Y,1,10,3,No
45,26,3,Marketing,1612,Male,Married,1,Y,1,10,3,No
31,2,4,Other,1613,Male,Single,7,Y,4,10,3,No
36,12,4,Life Sciences,1614,Female,Married,9,Y,2,7,3,No
34,10,4,Life Sciences,1615,Male,Divorced,1,Y,1,9,3,No
49,25,4,Life Sciences,1617,Female,Married,1,Y,4,10,2,No
39,10,5,Medical,1618,Male,Married,2,Y,4,10,3,No
27,19,3,Other,1619,Male,Divorced,1,Y,1,7,3,No
35,18,5,Life Sciences,1621,Male,Married,1,Y,4,16,3,No
28,27,3,Medical,1622,Female,Divorced,0,Y,2,6,2,No
21,5,1,Medical,1623,Male,Single,1,Y,3,3,3,No
18,3,2,Medical,1624,Female,Single,1,Y,3,0,4,Yes
47,26,4,Life Sciences,1625,Female,Married,3,Y,3,27,3,No
39,3,2,Medical,1627,Male,Divorced,0,Y,4,11,3,No
40,15,3,Life Sciences,1628,Female,Married,1,Y,4,18,3,No
35,8,4,Life Sciences,1630,Female,Married,1,Y,4,15,3,No
37,19,3,Life Sciences,1631,Male,Married,3,Y,1,9,2,No
39,4,3,Medical,1633,Female,Single,0,Y,4,10,1,No
45,2,2,Other,1635,Female,Divorced,1,Y,1,10,3,No
38,2,2,Medical,1638,Female,Married,3,Y,4,10,4,No
35,10,3,Medical,1639,Male,Married,9,Y,3,15,3,Yes
37,10,3,Medical,1640,Female,Married,1,Y,1,8,1,No
40,16,3,Life Sciences,1641,Female,Single,6,Y,4,18,2,No
44,1,5,Human Resources,1642,Male,Married,4,Y,3,14,3,No
48,4,5,Medical,1644,Male,Married,2,Y,2,23,3,No
35,15,2,Medical,1645,Male,Divorced,6,Y,4,7,2,Yes
24,2,1,Technical Degree,1646,Female,Single,1,Y,3,6,3,No
27,8,3,Medical,1647,Female,Married,7,Y,1,5,3,No
27,2,3,Medical,1648,Male,Single,2,Y,3,6,2,No
40,7,3,Life Sciences,1649,Male,Single,3,Y,2,10,1,Yes
29,10,3,Medical,1650,Male,Single,9,Y,3,8,3,No
36,5,4,Life Sciences,1651,Female,Married,4,Y,3,9,3,No
25,2,1,Life Sciences,1653,Male,Divorced,1,Y,3,7,3,No
39,12,3,Medical,1654,Male,Married,4,Y,3,7,3,No
49,22,4,Other,1655,Female,Married,3,Y,2,27,3,No
50,17,5,Life Sciences,1656,Female,Divorced,5,Y,3,19,3,No
20,2,3,Medical,1657,Female,Single,1,Y,1,2,3,No
34,3,3,Life Sciences,1658,Female,Divorced,1,Y,3,11,3,No
36,7,3,Life Sciences,1659,Male,Single,2,Y,3,15,3,No
49,6,1,Life Sciences,1661,Female,Married,2,Y,2,30,3,No
36,1,4,Medical,1662,Female,Married,0,Y,3,4,3,No
36,3,2,Life Sciences,1664,Male,Divorced,6,Y,1,13,3,No
54,22,5,Medical,1665,Female,Married,3,Y,3,36,3,No
43,15,2,Life Sciences,1666,Male,Married,1,Y,1,14,3,No
35,12,4,Other,1667,Male,Single,3,Y,1,13,4,Yes
38,1,3,Life Sciences,1668,Male,Married,7,Y,4,19,4,No
29,5,3,Medical,1669,Male,Divorced,1,Y,2,10,2,No
33,2,4,Medical,1670,Male,Divorced,1,Y,3,6,3,No
32,2,3,Medical,1671,Male,Divorced,0,Y,3,10,2,No
31,5,4,Life Sciences,1673,Female,Married,1,Y,1,10,3,No
49,16,3,Medical,1674,Female,Divorced,4,Y,2,17,2,No
38,2,3,Medical,1675,Female,Single,1,Y,2,4,3,No
47,2,4,Life Sciences,1676,Female,Divorced,6,Y,3,29,3,No
49,1,3,Life Sciences,1677,Male,Single,4,Y,1,23,3,No
41,23,2,Life Sciences,1678,Male,Single,3,Y,4,21,3,No
20,9,1,Life Sciences,1680,Male,Single,1,Y,1,2,3,No
33,16,3,Life Sciences,1681,Female,Divorced,1,Y,3,7,3,No
36,26,4,Life Sciences,1682,Male,Married,6,Y,2,10,2,No
44,1,3,Life Sciences,1683,Female,Divorced,4,Y,1,8,3,No
23,8,1,Medical,1684,Male,Single,1,Y,1,5,3,Yes
38,4,2,Medical,1687,Female,Married,7,Y,4,7,2,No
53,24,4,Medical,1689,Male,Married,3,Y,3,11,3,No
48,7,2,Medical,1691,Female,Married,2,Y,3,19,3,Yes
32,2,4,Life Sciences,1692,Male,Single,1,Y,1,1,3,Yes
26,7,3,Medical,1693,Male,Single,1,Y,3,7,3,No
55,22,3,Technical Degree,1694,Male,Divorced,5,Y,4,8,3,No
34,5,2,Medical,1696,Male,Married,1,Y,3,15,4,No
60,1,4,Medical,1697,Male,Divorced,3,Y,3,19,4,No
33,21,3,Medical,1698,Male,Married,1,Y,4,14,3,No
37,1,4,Medical,1700,Male,Divorced,1,Y,3,6,2,No
34,19,3,Life Sciences,1701,Female,Married,1,Y,2,10,3,No
23,7,3,Life Sciences,1702,Male,Divorced,1,Y,2,3,3,Yes
44,2,3,Life Sciences,1703,Female,Married,1,Y,2,9,3,No
35,2,4,Medical,1704,Male,Single,0,Y,3,6,4,No
43,2,3,Medical,1706,Male,Married,1,Y,1,10,3,No
24,9,3,Medical,1707,Male,Married,1,Y,4,5,3,No
41,6,3,Marketing,1708,Male,Single,1,Y,2,10,3,No
29,9,4,Medical,1709,Female,Married,9,Y,3,9,3,No
36,2,4,Life Sciences,1710,Female,Single,3,Y,3,17,2,No
45,1,1,Life Sciences,1712,Male,Married,3,Y,4,25,2,No
24,22,1,Human Resources,1714,Male,Married,1,Y,3,1,3,Yes
47,9,3,Life Sciences,1716,Male,Married,7,Y,3,25,1,Yes
26,17,4,Medical,1718,Male,Married,1,Y,3,3,4,No
45,28,2,Technical Degree,1719,Female,Single,1,Y,3,21,3,No
32,10,3,Life Sciences,1720,Male,Married,6,Y,1,10,2,No
31,2,4,Life Sciences,1721,Male,Married,1,Y,4,6,4,No
41,4,3,Human Resources,1722,Male,Married,6,Y,2,10,3,No
40,8,2,Life Sciences,1724,Female,Married,2,Y,2,18,3,No
24,29,1,Medical,1725,Male,Divorced,1,Y,2,6,4,No
46,13,4,Life Sciences,1727,Male,Single,6,Y,4,19,3,No
35,27,4,Life Sciences,1728,Male,Married,2,Y,2,17,3,No
30,16,1,Life Sciences,1729,Male,Married,1,Y,2,10,2,No
47,2,4,Marketing,1731,Male,Married,7,Y,4,4,1,No
46,2,3,Life Sciences,1732,Male,Divorced,4,Y,2,13,2,No
36,13,5,Marketing,1733,Male,Divorced,5,Y,2,16,3,Yes
32,1,2,Life Sciences,1734,Male,Single,6,Y,2,10,3,Yes
23,4,1,Medical,1735,Female,Single,1,Y,3,3,1,No
31,24,1,Technical Degree,1736,Female,Single,2,Y,4,9,2,No
39,1,3,Life Sciences,1737,Male,Married,1,Y,4,9,3,No
32,19,3,Life Sciences,1739,Male,Married,3,Y,3,10,1,No
40,7,4,Medical,1740,Male,Single,1,Y,2,21,2,No
45,4,3,Life Sciences,1744,Female,Married,4,Y,3,9,4,No
30,2,4,Technical Degree,1745,Female,Single,0,Y,4,10,3,No
24,10,3,Medical,1746,Male,Married,0,Y,4,3,3,No
30,8,3,Human Resources,1747,Female,Divorced,6,Y,3,6,2,Yes
31,5,3,Technical Degree,1749,Male,Married,1,Y,3,6,3,No
27,8,3,Medical,1751,Female,Single,1,Y,3,6,2,No
29,9,3,Marketing,1752,Female,Single,1,Y,3,2,3,Yes
29,1,3,Life Sciences,1753,Male,Single,8,Y,4,10,4,No
30,15,2,Marketing,1754,Male,Divorced,2,Y,1,12,3,No
34,2,4,Medical,1755,Male,Married,0,Y,1,6,3,No
33,2,3,Marketing,1756,Female,Single,8,Y,4,13,2,No
49,11,4,Marketing,1757,Female,Single,3,Y,3,8,4,No
33,16,3,Life Sciences,1758,Female,Single,2,Y,3,11,2,Yes
38,2,2,Medical,1760,Female,Married,4,Y,2,9,2,No
31,16,4,Marketing,1761,Male,Married,2,Y,1,10,3,Yes
29,4,3,Technical Degree,1762,Female,Divorced,1,Y,3,1,3,No
30,16,3,Life Sciences,1763,Male,Married,3,Y,3,10,3,No
32,5,4,Technical Degree,1764,Male,Single,2,Y,2,12,3,No
38,18,3,Medical,1766,Male,Married,3,Y,3,15,3,No
43,17,3,Technical Degree,1767,Male,Married,9,Y,4,6,3,Yes
42,12,3,Medical,1768,Male,Divorced,8,Y,2,7,2,No
55,2,3,Medical,1770,Male,Married,8,Y,2,34,3,No
33,4,3,Technical Degree,1771,Male,Divorced,5,Y,4,11,2,No
41,9,4,Life Sciences,1772,Male,Divorced,1,Y,2,5,3,No
34,10,3,Life Sciences,1774,Male,Divorced,1,Y,3,15,3,No
53,1,4,Medical,1775,Female,Married,4,Y,4,27,2,No
43,2,3,Life Sciences,1778,Male,Single,0,Y,2,10,3,No
34,3,2,Life Sciences,1779,Female,Single,5,Y,1,6,3,No
21,7,1,Marketing,1780,Male,Single,1,Y,2,1,3,Yes
38,6,2,Other,1782,Female,Married,1,Y,2,5,3,No
22,8,1,Medical,1783,Female,Married,1,Y,3,1,3,Yes
31,29,4,Marketing,1784,Female,Married,1,Y,1,13,3,No
51,3,3,Technical Degree,1786,Female,Married,2,Y,4,15,3,No
37,9,2,Marketing,1787,Male,Married,1,Y,1,5,3,No
46,2,4,Medical,1789,Male,Divorced,7,Y,3,24,3,No
36,10,3,Life Sciences,1790,Male,Married,7,Y,4,15,3,No
44,1,2,Medical,1792,Male,Divorced,1,Y,3,6,2,Yes
37,8,2,Other,1794,Male,Divorced,2,Y,3,19,2,No
35,27,3,Life Sciences,1797,Male,Single,1,Y,4,10,3,Yes
33,8,4,Life Sciences,1798,Male,Married,6,Y,2,14,3,No
28,1,3,Life Sciences,1799,Male,Married,1,Y,3,5,4,No
39,10,1,Medical,1800,Male,Single,7,Y,3,9,3,No
46,26,2,Life Sciences,1801,Male,Single,8,Y,3,6,3,No
40,2,2,Life Sciences,1802,Female,Married,4,Y,4,7,2,No
42,13,3,Medical,1803,Male,Married,5,Y,3,10,2,No
35,2,2,Medical,1804,Male,Divorced,2,Y,3,15,3,No
38,2,3,Human Resources,1805,Male,Divorced,5,Y,4,13,3,No
34,9,4,Life Sciences,1807,Male,Married,4,Y,3,11,2,Yes
37,10,4,Medical,1809,Male,Single,1,Y,2,10,1,Yes
39,20,3,Life Sciences,1812,Male,Divorced,2,Y,4,7,3,No
43,9,3,Life Sciences,1813,Male,Single,4,Y,3,7,2,No
41,5,3,Life Sciences,1814,Male,Single,3,Y,1,11,1,No
41,4,1,Marketing,1815,Female,Divorced,0,Y,4,23,4,No
30,10,3,Medical,1816,Female,Single,9,Y,2,9,3,No
26,20,2,Medical,1818,Female,Married,0,Y,3,6,3,Yes
46,21,2,Medical,1821,Female,Married,4,Y,4,13,4,Yes
40,1,3,Life Sciences,1822,Female,Divorced,4,Y,4,12,3,No
34,8,2,Technical Degree,1823,Male,Married,1,Y,3,10,3,No
58,2,3,Medical,1824,Male,Divorced,4,Y,4,37,2,No
35,23,4,Medical,1826,Male,Married,0,Y,2,6,4,No
47,4,3,Life Sciences,1827,Female,Divorced,8,Y,3,28,3,No
40,12,3,Life Sciences,1829,Female,Divorced,2,Y,2,15,3,No
54,7,4,Medical,1830,Female,Married,4,Y,2,14,2,No
31,7,4,Marketing,1833,Female,Married,2,Y,4,9,3,No
28,1,3,Medical,1834,Female,Married,1,Y,3,3,3,No
38,2,4,Marketing,1835,Female,Married,2,Y,1,20,2,No
26,10,3,Medical,1836,Male,Single,1,Y,1,5,3,No
58,15,4,Life Sciences,1837,Male,Married,2,Y,2,23,3,No
18,14,3,Medical,1839,Female,Single,1,Y,3,0,1,No
31,18,5,Human Resources,1842,Male,Married,0,Y,3,2,3,Yes
29,13,3,Human Resources,1844,Male,Divorced,4,Y,4,4,3,Yes
45,2,4,Life Sciences,1845,Female,Married,4,Y,2,10,4,No
36,2,4,Other,1847,Female,Married,4,Y,4,15,3,No
43,2,4,Life Sciences,1849,Male,Married,1,Y,3,7,3,No
27,5,2,Life Sciences,1850,Female,Single,0,Y,3,6,2,No
29,20,1,Medical,1852,Male,Married,1,Y,2,11,4,No
32,10,4,Marketing,1853,Male,Single,8,Y,3,4,4,No
42,10,4,Technical Degree,1854,Male,Married,3,Y,2,10,2,No
47,9,4,Life Sciences,1856,Female,Single,4,Y,3,7,3,No
46,2,2,Life Sciences,1857,Male,Divorced,3,Y,3,12,2,No
28,1,2,Life Sciences,1858,Male,Divorced,1,Y,2,3,3,No
29,29,1,Life Sciences,1859,Male,Divorced,8,Y,4,11,3,No
42,8,3,Life Sciences,1860,Male,Single,4,Y,4,8,3,No
32,2,4,Marketing,1862,Male,Single,7,Y,3,7,2,Yes
46,3,3,Technical Degree,1863,Female,Divorced,2,Y,4,25,3,No
27,23,1,Medical,1864,Female,Married,1,Y,4,9,3,No
29,6,1,Medical,1865,Male,Married,1,Y,4,1,3,No
43,6,3,Medical,1866,Female,Married,7,Y,4,21,3,No
48,10,3,Life Sciences,1867,Male,Married,4,Y,4,29,3,No
29,24,2,Life Sciences,1868,Male,Single,1,Y,2,1,2,Yes
46,10,3,Life Sciences,1869,Female,Married,5,Y,3,14,3,Yes
27,15,3,Life Sciences,1870,Female,Married,0,Y,4,8,2,No
39,19,4,Other,1871,Male,Divorced,8,Y,2,7,3,No
55,2,4,Technical Degree,1873,Male,Married,8,Y,2,19,4,No
28,3,3,Medical,1875,Female,Married,1,Y,4,1,3,No
30,9,3,Medical,1876,Male,Single,1,Y,3,1,2,Yes
22,7,1,Life Sciences,1878,Male,Single,1,Y,1,1,3,Yes
36,10,4,Technical Degree,1880,Female,Married,1,Y,1,10,3,No
31,20,3,Life Sciences,1881,Male,Divorced,1,Y,1,10,3,No
34,4,3,Life Sciences,1882,Male,Married,2,Y,4,9,3,No
29,7,3,Life Sciences,1883,Male,Single,3,Y,2,11,3,No
37,7,4,Medical,1885,Male,Married,5,Y,3,16,3,No
35,16,2,Other,1886,Female,Married,0,Y,4,4,3,No
45,25,2,Life Sciences,1888,Female,Married,0,Y,4,10,2,No
36,2,1,Human Resources,1890,Male,Single,1,Y,4,10,2,No
40,1,4,Life Sciences,1892,Male,Divorced,2,Y,1,22,3,No
26,1,2,Life Sciences,1893,Female,Married,1,Y,3,1,2,No
27,2,2,Medical,1898,Female,Single,0,Y,2,9,2,No
48,22,3,Medical,1900,Female,Divorced,3,Y,2,24,3,No
44,1,4,Life Sciences,1903,Male,Married,2,Y,4,10,3,No
34,16,4,Technical Degree,1905,Male,Married,1,Y,2,5,3,Yes
56,24,2,Life Sciences,1907,Male,Single,1,Y,4,5,3,Yes
36,17,2,Marketing,1908,Male,Married,2,Y,3,12,1,No
41,8,3,Marketing,1909,Female,Married,5,Y,3,14,3,No
42,6,3,Medical,1911,Male,Married,9,Y,2,18,4,No
31,10,2,Medical,1912,Female,Divorced,2,Y,4,8,3,No
34,3,1,Medical,1915,Female,Married,3,Y,3,9,2,No
31,4,3,Medical,1916,Female,Divorced,8,Y,2,4,2,No
26,6,3,Other,1918,Male,Married,0,Y,1,8,3,No
45,1,4,Medical,1922,Male,Single,4,Y,3,12,3,No
33,10,4,Marketing,1924,Male,Single,1,Y,2,10,2,No
28,1,2,Life Sciences,1927,Male,Married,1,Y,3,7,3,No
29,24,3,Technical Degree,1928,Male,Single,1,Y,4,1,3,Yes
39,21,4,Life Sciences,1929,Female,Married,6,Y,3,10,3,No
27,2,4,Technical Degree,1931,Male,Married,1,Y,3,6,2,No
34,22,4,Other,1932,Male,Married,1,Y,2,16,3,No
28,13,2,Marketing,1933,Female,Single,3,Y,4,6,3,Yes
47,14,4,Technical Degree,1934,Male,Married,8,Y,3,16,4,No
56,11,5,Marketing,1935,Female,Married,4,Y,3,6,3,No
39,9,2,Medical,1936,Male,Married,1,Y,4,10,3,No
38,8,3,Medical,1937,Female,Divorced,1,Y,3,20,3,No
58,21,3,Life Sciences,1938,Female,Married,4,Y,3,29,2,No
32,5,2,Life Sciences,1939,Female,Single,3,Y,1,8,3,Yes
38,9,2,Life Sciences,1940,Male,Divorced,2,Y,4,10,4,No
49,2,1,Life Sciences,1941,Male,Married,3,Y,4,28,3,No
42,12,4,Marketing,1943,Male,Divorced,3,Y,3,14,3,No
27,22,3,Human Resources,1944,Female,Married,1,Y,1,1,3,Yes
35,18,4,Medical,1945,Male,Married,0,Y,4,6,1,No
28,16,3,Medical,1947,Male,Single,1,Y,3,5,2,No
31,3,2,Medical,1948,Male,Divorced,1,Y,4,4,4,No
36,9,4,Life Sciences,1949,Male,Married,1,Y,2,5,3,No
34,1,3,Marketing,1950,Male,Single,1,Y,1,14,2,No
34,13,4,Medical,1951,Male,Divorced,1,Y,3,9,2,No
26,1,3,Medical,1952,Male,Single,0,Y,4,8,2,No
29,1,3,Life Sciences,1954,Male,Married,0,Y,1,6,2,No
32,15,4,Medical,1955,Female,Divorced,5,Y,2,9,3,No
31,1,3,Life Sciences,1956,Male,Married,1,Y,2,10,3,No
28,17,3,Technical Degree,1960,Male,Divorced,5,Y,1,6,2,Yes
38,1,3,Life Sciences,1961,Male,Single,4,Y,1,20,2,No
35,7,4,Life Sciences,1962,Female,Married,1,Y,4,10,3,No
27,9,3,Marketing,1965,Male,Single,1,Y,1,7,3,No
32,5,4,Life Sciences,1966,Male,Single,8,Y,2,8,3,No
31,26,4,Marketing,1967,Male,Married,1,Y,3,10,3,Yes
53,24,4,Life Sciences,1968,Male,Single,6,Y,2,15,2,Yes
54,9,2,Life Sciences,1969,Female,Married,3,Y,3,9,2,No
33,7,2,Life Sciences,1970,Male,Divorced,1,Y,3,9,3,No
43,11,3,Life Sciences,1971,Male,Married,1,Y,2,10,3,No
38,1,4,Other,1972,Male,Married,0,Y,2,7,3,No
55,26,4,Human Resources,1973,Male,Married,4,Y,1,35,3,No
31,2,1,Medical,1974,Female,Divorced,1,Y,3,1,3,No
39,15,4,Marketing,1975,Male,Single,0,Y,1,21,3,No
42,23,2,Life Sciences,1976,Male,Single,1,Y,4,20,3,No
31,10,3,Medical,1979,Female,Married,4,Y,3,13,4,No
54,10,3,Medical,1980,Female,Single,6,Y,4,9,3,No
24,1,2,Life Sciences,1981,Male,Single,1,Y,2,4,2,No
23,12,2,Other,1982,Male,Single,1,Y,3,5,4,No
40,11,3,Technical Degree,1985,Female,Married,1,Y,1,10,4,No
40,2,2,Marketing,1986,Female,Married,3,Y,3,15,3,No
25,2,3,Human Resources,1987,Female,Married,4,Y,3,6,3,No
30,1,2,Medical,1989,Male,Married,1,Y,3,12,2,No
25,2,1,Other,1992,Male,Divorced,6,Y,3,7,2,No
47,25,3,Medical,1993,Male,Single,2,Y,2,25,3,No
33,1,2,Medical,1994,Male,Divorced,1,Y,3,1,2,No
38,1,4,Life Sciences,1995,Male,Married,0,Y,1,16,3,No
31,2,2,Life Sciences,1996,Male,Married,0,Y,3,3,3,No
38,6,4,Life Sciences,1997,Male,Married,2,Y,4,10,3,No
42,18,4,Life Sciences,1998,Male,Divorced,6,Y,3,9,2,No
41,1,3,Life Sciences,1999,Male,Married,3,Y,1,12,3,No
47,1,1,Medical,2000,Female,Married,0,Y,1,14,1,No
35,11,4,Medical,2003,Male,Married,7,Y,3,5,3,No
22,1,2,Life Sciences,2007,Male,Single,0,Y,4,4,4,No
35,9,4,Medical,2008,Male,Single,1,Y,2,10,3,No
33,15,2,Medical,2009,Female,Married,0,Y,1,10,3,No
32,29,4,Life Sciences,2010,Female,Single,1,Y,3,6,3,No
40,1,4,Life Sciences,2012,Male,Married,8,Y,3,8,2,No
32,1,4,Medical,2013,Male,Married,0,Y,2,3,3,No
39,24,1,Life Sciences,2014,Male,Single,7,Y,1,18,3,No
38,10,3,Medical,2015,Female,Married,3,Y,1,20,3,No
32,1,4,Marketing,2016,Female,Married,1,Y,3,14,3,No
37,10,3,Life Sciences,2017,Female,Married,1,Y,1,16,3,No
25,8,2,Other,2018,Female,Divorced,0,Y,2,6,2,No
52,29,4,Life Sciences,2019,Male,Divorced,2,Y,2,16,2,No
44,1,3,Medical,2020,Male,Single,6,Y,3,6,3,No
21,5,1,Medical,2021,Male,Single,1,Y,4,2,3,No
39,9,3,Life Sciences,2022,Male,Single,2,Y,3,21,2,No
23,9,3,Marketing,2023,Male,Married,1,Y,1,1,2,Yes
36,3,3,Medical,2024,Female,Married,0,Y,3,10,3,No
36,4,2,Life Sciences,2025,Female,Divorced,7,Y,2,18,3,No
56,1,4,Life Sciences,2026,Male,Divorced,1,Y,1,13,2,No
29,1,4,Medical,2027,Male,Married,9,Y,2,4,4,Yes
42,2,3,Life Sciences,2031,Male,Married,5,Y,1,24,2,No
56,7,2,Technical Degree,2032,Male,Married,8,Y,4,14,1,Yes
41,28,4,Life Sciences,2034,Female,Married,0,Y,3,21,3,No
34,28,3,Marketing,2035,Female,Married,1,Y,4,8,3,No
36,15,4,Marketing,2036,Male,Divorced,1,Y,1,15,2,No
41,3,3,Life Sciences,2037,Male,Divorced,2,Y,3,14,3,No
32,2,3,Technical Degree,2038,Male,Single,1,Y,4,4,3,No
35,26,4,Life Sciences,2040,Female,Single,1,Y,3,9,3,No
38,10,2,Life Sciences,2041,Female,Married,1,Y,3,10,3,No
50,1,4,Life Sciences,2044,Male,Divorced,7,Y,4,12,3,Yes
36,11,4,Marketing,2045,Female,Married,4,Y,1,8,2,No
45,20,3,Life Sciences,2046,Female,Single,8,Y,3,8,3,No
40,2,4,Life Sciences,2048,Male,Single,2,Y,4,8,3,No
35,18,4,Life Sciences,2049,Male,Married,1,Y,4,10,4,No
40,2,4,Medical,2051,Female,Married,2,Y,2,20,3,No
35,1,4,Life Sciences,2052,Female,Married,1,Y,4,4,3,No
29,13,2,Other,2053,Male,Married,4,Y,1,10,3,No
29,28,4,Medical,2054,Female,Single,1,Y,2,5,1,No
50,28,3,Marketing,2055,Male,Divorced,4,Y,2,20,3,Yes
39,24,1,Marketing,2056,Female,Married,0,Y,1,21,2,No
31,5,3,Medical,2057,Male,Single,0,Y,2,10,3,No
26,5,3,Other,2060,Female,Single,0,Y,4,5,3,No
36,23,2,Medical,2061,Male,Married,4,Y,3,17,3,No
39,6,1,Medical,2062,Male,Married,4,Y,1,9,3,No
27,4,3,Life Sciences,2064,Male,Married,1,Y,2,6,3,No
49,2,3,Medical,2065,Male,Married,2,Y,4,17,2,No
34,8,3,Medical,2068,Male,Married,2,Y,1,6,4,No
